>	GMT_LONLAT										
>#	Data	from	the	full	resolution	GMT	shoreline,	borders,	and	rivers	database
>	Shore	Bin	#	18957,	Level	1					
-122.519218738	37.8937514305	0	0								
-122.518776226	37.893354696	0	0								
-122.518806744	37.8925001907	0	0								
-122.519615473	37.8916456855	0	0								
-122.519615473	37.8899671931	0	0								
-122.517998016	37.8883039597	0	0								
-122.517998016	37.8874952316	0	0								
-122.517524987	37.8870527199	0	0								
-122.515922789	37.8870527199	0	0								
-122.515053025	37.8862439918	0	0								
-122.514229038	37.8870222019	0	0								
-122.513359274	37.8870222019	0	0								
-122.511757076	37.8887464714	0	0								
-122.511299306	37.8883344778	0	0								
-122.511329824	37.8866102083	0	0								
-122.51169604	37.8862287327	0	0								
-122.512504768	37.8862287327	0	0								
-122.512916762	37.8858319982	0	0								
-122.51091783	37.8836957351	0	0								
-122.506660563	37.8837567712	0	0								
-122.50421912	37.8812848096	0	0								
-122.503395132	37.8812848096	0	0								
-122.500053407	37.8778820478	0	0								
-122.497520409	37.8778667887	0	0								
-122.497108415	37.8783398184	0	0								
-122.497138933	37.8816357671	0	0								
-122.497917144	37.8825055314	0	0								
-122.49797818	37.8841687648	0	0								
-122.498771649	37.8849774929	0	0								
-122.49875639	37.8882734417	0	0								
-122.499610895	37.8891432059	0	0								
-122.499610895	37.8908064393	0	0								
-122.500053407	37.8912184329	0	0								
-122.500923171	37.8912184329	0	0								
-122.501365682	37.8916151675	0	0								
-122.501365682	37.8924696727	0	0								
-122.501670863	37.8929427024	0	0								
-122.503334096	37.8928816663	0	0								
-122.503776608	37.8932784009	0	0								
-122.503776608	37.8950026703	0	0								
-122.502525368	37.8962539101	0	0								
-122.502174411	37.8958113985	0	0								
-122.502143893	37.8950026703	0	0								
-122.501747158	37.8945296407	0	0								
-122.50000763	37.8945296407	0	0								
-122.499229419	37.8937209125	0	0								
-122.498359655	37.8937209125	0	0								
-122.49750515	37.8945754177	0	0								
-122.49672694	37.8937209125	0	0								
-122.489219501	37.8937514305	0	0								
-122.488395514	37.8928816663	0	0								
-122.48752575	37.8928816663	0	0								
-122.486671244	37.8920881971	0	0								
-122.485862516	37.8920576791	0	0								
-122.485084306	37.8911879149	0	0								
-122.484214542	37.8911879149	0	0								
-122.481727321	37.8887159533	0	0								
-122.480827039	37.8887159533	0	0								
-122.478385595	37.8861982147	0	0								
-122.477561608	37.8861982147	0	0								
-122.475913634	37.8845807584	0	0								
-122.475028611	37.8845807584	0	0								
-122.474616617	37.8841077287	0	0								
-122.474616617	37.8800030518	0	0								
-122.475410086	37.8791332876	0	0								
-122.475440604	37.8766918441	0	0								
-122.474631876	37.8758373388	0	0								
-122.474692912	37.8749675746	0	0								
-122.473838407	37.8741741054	0	0								
-122.473838407	37.8733043412	0	0								
-122.472938125	37.872495613	0	0								
-122.472938125	37.8716411078	0	0								
-122.469214923	37.8678873884	0	0								
-122.468360418	37.8678873884	0	0								
-122.466727703	37.866224155	0	0								
-122.465857939	37.866224155	0	0								
-122.464194705	37.8645609216	0	0								
-122.463385977	37.8645609216	0	0								
-122.46178378	37.8628824292	0	0								
-122.459220264	37.8628671702	0	0								
-122.458365759	37.8620584421	0	0								
-122.457923247	37.8624704356	0	0								
-122.457969024	37.8650034333	0	0								
-122.458838788	37.8657816434	0	0								
-122.458838788	37.8675059129	0	0								
-122.462104219	37.8708323796	0	0								
-122.462104219	37.8716411078	0	0								
-122.463004501	37.872495613	0	0								
-122.462531472	37.8729228656	0	0								
-122.460914015	37.8728923476	0	0								
-122.460440986	37.872495613	0	0								
-122.460440986	37.8716411078	0	0								
-122.46005951	37.8712291142	0	0								
-122.457495995	37.8712291142	0	0								
-122.456687266	37.8720836194	0	0								
-122.454245823	37.8720531014	0	0								
-122.453421836	37.8712443732	0	0								
-122.452552071	37.8712443732	0	0								
-122.451728084	37.8720531014	0	0								
-122.45085832	37.8720531014	0	0								
-122.45008011	37.8729228656	0	0								
-122.449195087	37.8728923476	0	0								
-122.446723125	37.8754100862	0	0								
-122.445838102	37.8754100862	0	0								
-122.44461738	37.876661326	0	0								
-122.444663157	37.8774395361	0	0								
-122.443808652	37.8783093004	0	0								
-122.443808652	37.8791638056	0	0								
-122.44258793	37.8803540093	0	0								
-122.440802625	37.8804150454	0	0								
-122.440024414	37.8812237736	0	0								
-122.439246204	37.8812237736	0	0								
-122.438773175	37.8816662852	0	0								
-122.438773175	37.8833295186	0	0								
-122.439246204	37.8837262531	0	0								
-122.440115969	37.8837262531	0	0								
-122.444220645	37.8879224842	0	0								
-122.445059892	37.8878614481	0	0								
-122.445441367	37.8882734417	0	0								
-122.445441367	37.8899977111	0	0								
-122.447943847	37.8924696727	0	0								
-122.447943847	37.8933394369	0	0								
-122.449164569	37.8945754177	0	0								
-122.450888838	37.8946059358	0	0								
-122.451697566	37.8954146639	0	0								
-122.454215305	37.8954146639	0	0								
-122.455024033	37.8945601587	0	0								
-122.456672007	37.8945601587	0	0								
-122.457526513	37.8953536278	0	0								
-122.460868238	37.8953841459	0	0								
-122.46131075	37.8958571756	0	0								
-122.46131075	37.8974441138	0	0								
-122.461692226	37.8979171435	0	0								
-122.462500954	37.8979171435	0	0								
-122.463385977	37.8987258717	0	0								
-122.465033951	37.8987258717	0	0								
-122.465888457	37.8995345998	0	0								
-122.466666667	37.8995345998	0	0								
-122.467521172	37.9003891051	0	0								
-122.4683299	37.9003891051	0	0								
-122.46880293	37.9008010986	0	0								
-122.468757153	37.9016708629	0	0								
-122.47005417	37.9029221027	0	0								
-122.471747921	37.9029373617	0	0								
-122.472526131	37.9037460899	0	0								
-122.473365377	37.9037460899	0	0								
-122.474219883	37.904554818	0	0								
-122.475028611	37.904554818	0	0								
-122.476310369	37.9058060578	0	0								
-122.476310369	37.9083390555	0	0								
-122.475867857	37.9087510491	0	0								
-122.472526131	37.908720531	0	0								
-122.472144656	37.9091630426	0	0								
-122.472159915	37.9099717708	0	0								
-122.472938125	37.910826276	0	0								
-122.472938125	37.9125047684	0	0								
-122.474616617	37.9141680018	0	0								
-122.474616617	37.91497673	0	0								
-122.475440604	37.9158312352	0	0								
-122.475440604	37.9167009995	0	0								
-122.475867857	37.917082475	0	0								
-122.479194324	37.917051957	0	0								
-122.480827039	37.9187762264	0	0								
-122.481727321	37.9187151904	0	0								
-122.483360037	37.9203936828	0	0								
-122.484214542	37.9203936828	0	0								
-122.485084306	37.921248188	0	0								
-122.492561227	37.9212176699	0	0								
-122.495033188	37.9236896315	0	0								
-122.495918212	37.9236896315	0	0								
-122.499198901	37.9270771344	0	0								
-122.50000763	37.9271076524	0	0								
-122.502174411	37.9291676204	0	0								
-122.502143893	37.9300221256	0	0								
-122.504615854	37.9324940871	0	0								
-122.504615854	37.9341725795	0	0								
-122.505470359	37.9350270848	0	0								
-122.505424582	37.9374685283	0	0								
-122.505867094	37.9379415579	0	0								
-122.509163043	37.9378957809	0	0								
-122.510414282	37.9391622797	0	0								
-122.509636072	37.9400320439	0	0								
-122.510032807	37.9404135195	0	0								
-122.51169604	37.9404135195	0	0								
-122.512916762	37.9416342412	0	0								
-122.512581064	37.9420767529	0	0								
-122.510032807	37.9420767529	0	0								
-122.509224079	37.9429465171	0	0								
-122.506691081	37.9429159991	0	0								
-122.505867094	37.9437247272	0	0								
-122.505027848	37.9437247272	0	0								
-122.50421912	37.9429159991	0	0								
-122.503395132	37.9429159991	0	0								
-122.502937362	37.9424429694	0	0								
-122.502937362	37.9416342412	0	0								
-122.502525368	37.9412527657	0	0								
-122.500831617	37.9412527657	0	0								
-122.500053407	37.9403830014	0	0								
-122.499198901	37.9403677424	0	0								
-122.497581445	37.9387502861	0	0								
-122.495033188	37.9387502861	0	0								
-122.494132906	37.9378957809	0	0								
-122.492561227	37.9378957809	0	0								
-122.491691463	37.9370870527	0	0								
-122.489173724	37.9370565347	0	0								
-122.486686503	37.9395895323	0	0								
-122.485831998	37.9395895323	0	0								
-122.485053788	37.9404135195	0	0								
-122.483360037	37.9404135195	0	0								
-122.482581827	37.9412832837	0	0								
-122.481727321	37.9412832837	0	0								
-122.480888075	37.9420614939	0	0								
-122.479163806	37.9420614939	0	0								
-122.478812848	37.9425345235	0	0								
-122.47878233	37.9441672389	0	0								
-122.477973602	37.944975967	0	0								
-122.477973602	37.9458304723	0	0								
-122.479194324	37.9470817121	0	0								
-122.48003357	37.9471122301	0	0								
-122.480857557	37.9478904402	0	0								
-122.485053788	37.9478599222	0	0								
-122.48627451	37.9491874571	0	0								
-122.48627451	37.9507743954	0	0								
-122.487144274	37.9516441596	0	0								
-122.487144274	37.9524986648	0	0								
-122.487968261	37.953307393	0	0								
-122.487968261	37.9549706264	0	0								
-122.488746471	37.9557793545	0	0								
-122.488746471	37.957503624	0	0								
-122.489616236	37.9583123522	0	0								
-122.489616236	37.9666742962	0	0								
-122.490089265	37.9670557717	0	0								
-122.492576486	37.9670862898	0	0								
-122.493354696	37.967940795	0	0								
-122.495887694	37.9678950179	0	0								
-122.49625391	37.9683375296	0	0								
-122.49625391	37.970000763	0	0								
-122.496665904	37.9704127565	0	0								
-122.499198901	37.9704127565	0	0								
-122.50000763	37.9695582513	0	0								
-122.501670863	37.9695887694	0	0								
-122.502143893	37.9699702449	0	0								
-122.501670863	37.9703669795	0	0								
-122.500862135	37.9704127565	0	0								
-122.50000763	37.9712214847	0	0								
-122.497520409	37.9712214847	0	0								
-122.496665904	37.9720607309	0	0								
-122.494193942	37.9720607309	0	0								
-122.493385214	37.9729152361	0	0								
-122.485053788	37.9728847181	0	0								
-122.482581827	37.9754482338	0	0								
-122.48003357	37.9754177157	0	0								
-122.479575799	37.9749752041	0	0								
-122.48003357	37.9745784695	0	0								
-122.482581827	37.9745784695	0	0								
-122.48299382	37.9741054398	0	0								
-122.481727321	37.9729152361	0	0								
-122.476691844	37.9728847181	0	0								
-122.476310369	37.9733577478	0	0								
-122.476249332	37.9741359579	0	0								
-122.475913634	37.9745632105	0	0								
-122.475028611	37.9745632105	0	0								
-122.474616617	37.974944686	0	0								
-122.474616617	37.9766689555	0	0								
-122.475440604	37.9774776837	0	0								
-122.475410086	37.9791866941	0	0								
-122.472938125	37.9816433967	0	0								
-122.472938125	37.9824979019	0	0								
-122.472526131	37.9828946365	0	0								
-122.471747921	37.9828946365	0	0								
-122.47083238	37.9837491417	0	0								
-122.47005417	37.9837491417	0	0								
-122.469275959	37.9845273518	0	0								
-122.466727703	37.9845883879	0	0								
-122.465857939	37.9837186236	0	0								
-122.464972915	37.9837186236	0	0								
-122.463416495	37.9820553902	0	0								
-122.46178378	37.9820553902	0	0								
-122.460914015	37.9812466621	0	0								
-122.459143969	37.981216144	0	0								
-122.458365759	37.9803616388	0	0								
-122.456687266	37.9803616388	0	0								
-122.455893797	37.981216144	0	0								
-122.455024033	37.981216144	0	0								
-122.453330282	37.9829098955	0	0								
-122.451697566	37.9829098955	0	0								
-122.450888838	37.9837186236	0	0								
-122.450034333	37.9837796597	0	0								
-122.449576562	37.9841611353	0	0								
-122.449576562	37.9849698634	0	0								
-122.448004883	37.9866636149	0	0								
-122.448004883	37.9883268482	0	0								
-122.44882887	37.9891355764	0	0								
-122.448813611	37.9900053407	0	0								
-122.451255055	37.9924773022	0	0								
-122.451255055	37.9933318074	0	0								
-122.451667048	37.993728542	0	0								
-122.452552071	37.993728542	0	0								
-122.456275273	37.9974670024	0	0								
-122.456275273	37.9991912718	0	0								
-122.456687266	37.9995880064	0	0								
-122.458365759	37.9995269703	0	0								
-122.458579385	38	0	0								
>	Shore	Bin	#								
-122.447135119	37.8608072023	0	0								
-122.443808652	37.8574654765	0	0								
-122.443808652	37.8566720073	0	0								
-122.442526894	37.8554207675	0	0								
-122.441672389	37.8554207675	0	0								
-122.440894179	37.8545510033	0	0								
-122.439246204	37.8545204852	0	0								
-122.438361181	37.8537270161	0	0								
-122.436697948	37.8537270161	0	0								
-122.435858701	37.8528572519	0	0								
-122.435034714	37.8537270161	0	0								
-122.434225986	37.8537270161	0	0								
-122.43338674	37.8545510033	0	0								
-122.431692988	37.8545510033	0	0								
-122.430838483	37.8554207675	0	0								
-122.430060273	37.8545510033	0	0								
-122.425864042	37.8545204852	0	0								
-122.425024796	37.8537270161	0	0								
-122.422552834	37.8537270161	0	0								
-122.421698329	37.8529182879	0	0								
-122.420920119	37.8537575341	0	0								
-122.420035096	37.8537575341	0	0								
-122.419607843	37.8541695277	0	0								
-122.419638361	37.8566720073	0	0								
-122.420416571	37.8574654765	0	0								
-122.420477607	37.8633096818	0	0								
-122.420920119	37.8637216754	0	0								
-122.421698329	37.8637216754	0	0								
-122.422110323	37.864133669	0	0								
-122.422079805	37.8675059129	0	0								
-122.423361563	37.8687266346	0	0								
-122.424246586	37.8687266346	0	0								
-122.42589456	37.870389868	0	0								
-122.426749065	37.870389868	0	0								
-122.428366522	37.8720531014	0	0								
-122.43338674	37.8720836194	0	0								
-122.433752956	37.8716868849	0	0								
-122.433752956	37.8708323796	0	0								
-122.434225986	37.87035935	0	0								
-122.435080491	37.87035935	0	0								
-122.43541619	37.8699778744	0	0								
-122.43541619	37.868299382	0	0								
-122.435858701	37.8679179065	0	0								
-122.437552453	37.8679179065	0	0								
-122.438422217	37.8687266346	0	0								
-122.440024414	37.8687571527	0	0								
-122.441275654	37.8674753948	0	0								
-122.441306172	37.8650339513	0	0								
-122.442191196	37.8641641871	0	0								
-122.4421149	37.8633096818	0	0								
-122.44258793	37.8629129473	0	0								
-122.444998856	37.8628671702	0	0								
-122.44586862	37.8620584421	0	0								
-122.446723125	37.8620889601	0	0								
-122.447135119	37.8616617075	0	0								
-122.447135119	37.8608072023	0	0								
>	Shore	Bin	#								
-122.379690242	37.8274509804	0	0								
-122.378805219	37.8266422522	0	0								
-122.378835737	37.825772488	0	0								
-122.377141985	37.8242008087	0	0								
-122.377141985	37.8233310445	0	0								
-122.376256962	37.8224765393	0	0								
-122.376256962	37.8216678111	0	0								
-122.375478752	37.8208133059	0	0								
-122.375478752	37.8191958495	0	0								
-122.374670024	37.8183260853	0	0								
-122.374670024	37.8174715801	0	0								
-122.373785	37.8166628519	0	0								
-122.373800259	37.8133363851	0	0								
-122.372976272	37.8124666209	0	0								
-122.372976272	37.8091706722	0	0								
-122.372579538	37.8087434195	0	0								
-122.371663996	37.8087434195	0	0								
-122.370809491	37.8078889143	0	0								
-122.370031281	37.8078889143	0	0								
-122.369253071	37.8070801862	0	0								
-122.363393606	37.8070496681	0	0								
-122.362081331	37.8083009079	0	0								
-122.362142367	37.8116121157	0	0								
-122.362920577	37.8124666209	0	0								
-122.362920577	37.8133363851	0	0								
-122.36333257	37.8137483787	0	0								
-122.364217594	37.8136873426	0	0								
-122.365087358	37.8128938735	0	0								
-122.369192035	37.8128633555	0	0								
-122.370504311	37.8141908904	0	0								
-122.370504311	37.8149996185	0	0								
-122.370031281	37.8153963531	0	0								
-122.368383307	37.8153963531	0	0								
-122.365896086	37.8179446098	0	0								
-122.365026322	37.8179446098	0	0								
-122.363836118	37.8191348135	0	0								
-122.363836118	37.8200045777	0	0								
-122.362920577	37.8208285649	0	0								
-122.363775082	37.821637293	0	0								
-122.363744564	37.8241702907	0	0								
-122.364614328	37.8249790188	0	0								
-122.364614328	37.8266880293	0	0								
-122.365468833	37.8274967575	0	0								
-122.365468833	37.8283054856	0	0								
-122.36630808	37.8291599908	0	0								
-122.36630808	37.829968719	0	0								
-122.368383307	37.832089723	0	0								
-122.370840009	37.832059205	0	0								
-122.371725032	37.8329137102	0	0								
-122.375860227	37.8329442283	0	0								
-122.376668956	37.832089723	0	0								
-122.377523461	37.832089723	0	0								
-122.37799649	37.8316166934	0	0								
-122.377920195	37.8308384833	0	0								
-122.379690242	37.8291599908	0	0								
-122.379690242	37.8274509804	0	0								
>	Shore	Bin	#								
-123	37.9926909285	0	0								
-122.999984741	37.9926909285	0	0								
-122.999191272	37.9928892958	0	0								
-122.998367285	37.993743801	0	0								
-122.997589075	37.993743801	0	0								
-122.996673533	37.9928892958	0	0								
-122.994247349	37.9928892958	0	0								
-122.993774319	37.9932707713	0	0								
-122.993774319	37.9941405356	0	0								
-122.993331807	37.9945525292	0	0								
-122.991699092	37.9945525292	0	0								
-122.990890364	37.993743801	0	0								
-122.989227131	37.993743801	0	0								
-122.988357366	37.9928892958	0	0								
-122.986694133	37.9928892958	0	0								
-122.985839628	37.993743801	0	0								
-122.985061418	37.9928892958	0	0								
-122.97924773	37.9928892958	0	0								
-122.978393225	37.9920805676	0	0								
-122.975051499	37.9920805676	0	0								
-122.973388266	37.9903562982	0	0								
-122.969192035	37.9903562982	0	0								
-122.968413825	37.989562829	0	0								
-122.965865568	37.989562829	0	0								
-122.965468833	37.9899748226	0	0								
-122.965468833	37.9916990921	0	0								
-122.965865568	37.9920805676	0	0								
-122.966674296	37.9920805676	0	0								
-122.967116808	37.9924773022	0	0								
-122.967116808	37.9932707713	0	0								
-122.967528801	37.993743801	0	0								
-122.968413825	37.993743801	0	0								
-122.969192035	37.9946135653	0	0								
-122.97175555	37.9946135653	0	0								
-122.972533761	37.9954222934	0	0								
-122.975051499	37.9954222934	0	0								
-122.975829709	37.9962005035	0	0								
-122.977492943	37.9962005035	0	0								
-122.97924773	37.997909514	0	0								
-122.980834668	37.997909514	0	0								
-122.981719692	37.9987182422	0	0								
-122.983367666	37.9987182422	0	0								
-122.983810178	37.9991454948	0	0								
-122.983718624	38	0	0								
>	Shore	Bin	#								
-122.364614328	37.9000076295	0	0								
-122.364217594	37.8995498589	0	0								
-122.362523842	37.8995345998	0	0								
-122.361745632	37.8987258717	0	0								
-122.360006104	37.8987258717	0	0								
-122.358800641	37.8974441138	0	0								
-122.358800641	37.8958571756	0	0								
-122.358419165	37.8953841459	0	0								
-122.355947204	37.8953841459	0	0								
-122.355062181	37.8945754177	0	0								
-122.352559701	37.8945601587	0	0								
-122.352086671	37.8950026703	0	0								
-122.352086671	37.8966659037	0	0								
-122.353810941	37.89828336	0	0								
-122.353780423	37.8991378653	0	0								
-122.354253452	37.8995498589	0	0								
-122.355031662	37.8995498589	0	0								
-122.356725414	37.9012283513	0	0								
-122.363393606	37.9012436103	0	0								
-122.364614328	37.9000076295	0	0								
>	Shore	Bin	#								
-122.341283284	37.1083085374	0	0								
-122.340413519	37.1074998093	0	0								
-122.340474556	37.106645304	0	0								
-122.340001526	37.1062180514	0	0								
-122.335866331	37.1062180514	0	0								
-122.335439078	37.106614786	0	0								
-122.335439078	37.1074692912	0	0								
-122.339253834	37.1112230106	0	0								
-122.340856031	37.1112230106	0	0								
-122.341252766	37.110826276	0	0								
-122.341283284	37.1083085374	0	0								
>	Shore	Bin	#								
-122.426276036	37.8275272755	0	0								
-122.423361563	37.8245822843	0	0								
-122.421698329	37.8245822843	0	0								
-122.420477607	37.8258335241	0	0								
-122.420477607	37.8274967575	0	0								
-122.420859083	37.827893492	0	0								
-122.421698329	37.827893492	0	0								
-122.423392081	37.8295567254	0	0								
-122.425833524	37.8295872435	0	0								
-122.426276036	37.8291142138	0	0								
-122.426276036	37.8275272755	0	0								
>	Shore	Bin	#								
-122.470496681	37.9649652857	0	0								
-122.469611658	37.9641718166	0	0								
-122.469611658	37.9633020523	0	0								
-122.468421454	37.9620508125	0	0								
-122.465476463	37.9649500267	0	0								
-122.465476463	37.9658045319	0	0								
-122.465949493	37.9662775616	0	0								
-122.467505913	37.9662775616	0	0								
-122.468360418	37.9654230564	0	0								
-122.470023651	37.9654230564	0	0								
-122.470496681	37.9649652857	0	0								
>	Shore	Bin	#								
-122.473838407	37.9649652857	0	0								
-122.473365377	37.9645838102	0	0								
-122.471686885	37.9645838102	0	0								
-122.471274891	37.9649652857	0	0								
-122.471366445	37.96583505	0	0								
-122.472465095	37.9670252537	0	0								
-122.473365377	37.9670557717	0	0								
-122.473777371	37.9666437781	0	0								
-122.473838407	37.9649652857	0	0								
>	Shore	Bin	#								
-122.372915236	37.9000076295	0	0								
-122.372579538	37.8995803769	0	0								
-122.370840009	37.8995803769	0	0								
-122.370504311	37.8999771115	0	0								
-122.370504311	37.9007705806	0	0								
-122.371725032	37.9021133745	0	0								
-122.372976272	37.9007705806	0	0								
-122.372915236	37.9000076295	0	0								
>	Shore	Bin	#								
-123	37.6963607233	0	0								
-122.999984741	37.6963912413	0	0								
-122.999664302	37.6974441138	0	0								
-122.999984741	37.6984512093	0	0								
-123	37.6984512093	0	0								
>	Shore	Bin	#								
-121.13400473	37	0	0								
-121.136110475	37.0050049592	0	0								
-121.138612955	37.0091706722	0	0								
-121.142778668	37.0127718013	0	0								
-121.146944381	37.0163881895	0	0								
-121.149172198	37.0219424735	0	0								
-121.151384756	37.0266727703	0	0								
-121.154726482	37.0308384833	0	0								
-121.158892195	37.0350041962	0	0								
-121.161104753	37.0391699092	0	0								
-121.165270466	37.0427710384	0	0								
-121.170275425	37.0455634394	0	0								
-121.174441138	37.0491645686	0	0								
-121.174166476	37.0552834363	0	0								
-121.168886854	37.0577706569	0	0								
-121.163607233	37.0605630579	0	0								
-121.158327611	37.0636148623	0	0								
-121.152773327	37.0669413291	0	0								
-121.149172198	37.0702830549	0	0								
-121.146395056	37.0741741054	0	0								
-121.143617914	37.0788891432	0	0								
-121.140825513	37.083604181	0	0								
-121.139726864	37.0888838025	0	0								
-121.138338293	37.0950026703	0	0								
-121.134721904	37.0988937209	0	0								
-121.128892958	37.0966659037	0	0								
-121.125551232	37.0925001907	0	0								
-121.116395819	37.0847180896	0	0								
-121.113328756	37.0800030518	0	0								
-121.109163043	37.0763866636	0	0								
-121.104173342	37.0736095216	0	0								
-121.098893721	37.0713817044	0	0								
-121.093888762	37.0683299001	0	0								
-121.088883803	37.0647287709	0	0								
-121.08471809	37.0619516289	0	0								
-121.080552377	37.0583352407	0	0								
-121.07722591	37.0541695277	0	0								
-121.074174105	37.0500038148	0	0								
-121.07083238	37.0458381018	0	0								
-121.068604562	37.041107805	0	0								
-121.066117342	37.0361181048	0	0								
-121.063889525	37.031387808	0	0								
-121.064164187	37.0252841993	0	0								
-121.067780575	37.0213931487	0	0								
-121.075562676	37.0202792401	0	0								
-121.081666285	37.0216678111	0	0								
-121.086671244	37.0247196155	0	0								
-121.093614099	37.0261081865	0	0								
-121.100556954	37.0249942779	0	0								
-121.106660563	37.0233310445	0	0								
-121.111116197	37.0200045777	0	0								
-121.113893339	37.0152742809	0	0								
-121.112504768	37.0097199969	0	0								
-121.111940185	37.0030518044	0	0								
-121.111665522	37	0	0								
>	Shore	Bin	#								
-122.187273976	37	0	0								
-122.186724651	36.9992523079	0	0								
-122.185717556	36.9990234226	0	0								
-122.185381857	36.9985503929	0	0								
-122.184298466	36.9982757305	0	0								
-122.183382925	36.9975280385	0	0								
-122.182757305	36.9974364843	0	0								
-122.181918059	36.9967803464	0	0								
-122.180163272	36.9966430152	0	0								
-122.179278248	36.9958953231	0	0								
-122.178606851	36.9957732509	0	0								
-122.177584497	36.9950865949	0	0								
-122.1769131	36.9949950408	0	0								
-122.175112535	36.9933318074	0	0								
-122.174273289	36.9932249943	0	0								
-122.173464561	36.9924773022	0	0								
-122.172243839	36.9925230793	0	0								
-122.171618219	36.9923857481	0	0								
-122.170809491	36.991638056	0	0								
-122.170687419	36.989578088	0	0								
-122.168444343	36.9873960479	0	0								
-122.163576715	36.9873655299	0	0								
-122.161638819	36.9857480735	0	0								
-122.160051881	36.9840848402	0	0								
-122.159563592	36.9841458762	0	0								
-122.156618601	36.9816433967	0	0								
-122.156023499	36.9804379339	0	0								
-122.156115053	36.9785610742	0	0								
-122.155413138	36.9775234607	0	0								
-122.153582055	36.9758297093	0	0								
-122.149111162	36.9757991913	0	0								
-122.148226139	36.9766079194	0	0								
-122.146272984	36.9768368048	0	0								
-122.145006485	36.9759975586	0	0								
-122.143724727	36.9758297093	0	0								
-122.142534524	36.974914168	0	0								
-122.141451133	36.9746700237	0	0								
-122.141161212	36.9742732891	0	0								
-122.141222248	36.974227512	0	0								
-122.140825513	36.9738002594	0	0								
-122.139223316	36.9730067903	0	0								
-122.137773709	36.9717250324	0	0								
-122.1375906	36.9704737926	0	0								
-122.136964981	36.9699397269	0	0								
-122.1366598	36.9690852216	0	0								
-122.13681239	36.9671320668	0	0								
-122.136415656	36.9667200732	0	0								
-122.136003662	36.9665064469	0	0								
-122.134645609	36.966552224	0	0								
-122.133714809	36.9671168078	0	0								
-122.133058671	36.9670557717	0	0								
-122.132784009	36.966582742	0	0								
-122.132051575	36.966582742	0	0								
-122.130998703	36.9658960861	0	0								
-122.129777981	36.9656672007	0	0								
-122.128725109	36.964446479	0	0								
-122.1276112	36.9640802625	0	0								
-122.125947967	36.9640802625	0	0								
-122.12527657	36.9648279545	0	0								
-122.124666209	36.9651178759	0	0								
-122.123674372	36.9650873579	0	0								
-122.123201343	36.9649195087	0	0								
-122.122499428	36.9641107805	0	0								
-122.121812772	36.9638818952	0	0								
-122.121751736	36.9634241245	0	0								
-122.121049821	36.9625543603	0	0								
-122.118944076	36.9615625238	0	0								
-122.115220874	36.9617151141	0	0								
-122.112748913	36.9592736706	0	0								
-122.111528191	36.958892195	0	0								
-122.110582132	36.9581445029	0	0								
-122.110368505	36.957503624	0	0								
-122.109498741	36.9567559319	0	0								
-122.108995193	36.9564507515	0	0								
-122.10780499	36.9564965286	0	0								
-122.106813153	36.9558556497	0	0								
-122.106111238	36.9555809873	0	0								
-122.105333028	36.9556420233	0	0								
-122.104249638	36.9550011444	0	0								
-122.103578241	36.9548027771	0	0								
-122.100022889	36.9548332952	0	0								
-122.09968719	36.9543297475	0	0								
-122.09906157	36.9544365606	0	0								
-122.098527504	36.9547722591	0	0								
-122.097138933	36.9549401083	0	0								
-122.095979248	36.9548027771	0	0								
-122.095201038	36.9541161212	0	0								
-122.093720912	36.9539482719	0	0								
-122.092805371	36.953307393	0	0								
-122.088563363	36.9532158389	0	0								
-122.086686503	36.9515831235	0	0								
-122.08128481	36.9516136416	0	0								
-122.080109865	36.9522850385	0	0								
-122.078110933	36.9524986648	0	0								
-122.077729458	36.9523918517	0	0								
-122.077744717	36.9510490578	0	0								
-122.077561608	36.9506065461	0	0								
-122.075944152	36.9491721981	0	0								
-122.073304341	36.9491874571	0	0								
-122.073136492	36.9491874571	0	0								
-122.071946288	36.9483939879	0	0								
-122.069748989	36.9483634699	0	0								
-122.068299382	36.9474479286	0	0								
-122.065812161	36.9473563745	0	0								
-122.065186542	36.9474784466	0	0								
-122.064438849	36.9482261387	0	0								
-122.063080797	36.9482566567	0	0								
-122.06208896	36.9490043488	0	0								
-122.058945602	36.9493095293	0	0								
-122.057618067	36.948439765	0	0								
-122.055527581	36.948424506	0	0								
-122.054474708	36.9476157778	0	0								
-122.052338445	36.9473868925	0	0								
-122.051194018	36.9474174105	0	0								
-122.05055314	36.9482261387	0	0								
-122.049973297	36.9483939879	0	0								
-122.047608148	36.9483634699	0	0								
-122.047333486	36.9486991684	0	0								
-122.046784161	36.9490501259	0	0								
-122.045334554	36.9491874571	0	0								
-122.044022278	36.9502708476	0	0								
-122.042664225	36.9507743954	0	0								
-122.041840238	36.9514763104	0	0								
-122.040756847	36.9516441596	0	0								
-122.037033646	36.9517204547	0	0								
-122.036026551	36.9508659495	0	0								
-122.029449912	36.9507438773	0	0								
-122.02854963	36.9500572213	0	0								
-122.027283131	36.9499198901	0	0								
-122.02684062	36.9500267033	0	0								
-122.025497826	36.9511711299	0	0								
-122.02511635	36.9524681468	0	0								
-122.024414435	36.9530632486	0	0								
-122.02433814	36.956084535	0	0								
-122.025192645	36.9572747387	0	0								
-122.02543679	36.95819028	0	0								
-122.025131609	36.9601892119	0	0								
-122.024063478	36.9611657893	0	0								
-122.023331044	36.9615625238	0	0								
-122.022049287	36.9615625238	0	0								
-122.021255818	36.962355993	0	0								
