>	GMT_LONLAT										
>#	Data	from	the	full	resolution	GMT	shoreline,	borders,	and	rivers	database
>	Shore	Bin	#	18957,	Level	1					
-122.018478676	36.9624475471	0	0								
-122.017837797	36.9631036851	0	0								
-122.015365835	36.9632257572	0	0								
-122.014618143	36.9639429313	0	0								
-122.013473716	36.9642175937	0	0								
-122.011886778	36.9626153964	0	0								
-122.010193027	36.962355993	0	0								
-122.009140154	36.9616083009	0	0								
-122.00608835	36.9615320058	0	0								
-122.005035477	36.9607843137	0	0								
-122.003616388	36.9606622416	0	0								
-122.003021286	36.9608911269	0	0								
-122.002716106	36.9613336385	0	0								
-122.002639811	36.9623102159	0	0								
-122.001831083	36.961669337	0	0								
-122.000061036	36.9614709697	0	0								
-122	36.9614709697	0	0								
>	Shore	Bin	#								
-122	36.9614709697	0	0								
-121.999984741	36.9614709697	0	0								
-121.998504616	36.9608911269	0	0								
-121.996810864	36.9605859464	0	0								
-121.995895323	36.9599450675	0	0								
-121.995361257	36.9600061036	0	0								
-121.994583047	36.9593041886	0	0								
-121.992782483	36.9589379721	0	0								
-121.991775387	36.9583123522	0	0								
-121.99047837	36.9583123522	0	0								
-121.989532311	36.9590295262	0	0								
-121.989028763	36.9591363394	0	0								
-121.985366598	36.9590600443	0	0								
-121.983672847	36.9576714733	0	0								
-121.982497902	36.9572442206	0	0								
-121.981353475	36.9560540169	0	0								
-121.980254826	36.9557488365	0	0								
-121.979385061	36.9550621805	0	0								
-121.97816434	36.954695964	0	0								
-121.977248798	36.9541161212	0	0								
-121.975783932	36.9541618982	0	0								
-121.975616083	36.9541618982	0	0								
-121.97254902	36.9541924163	0	0								
-121.972198062	36.9544213016	0	0								
-121.970107576	36.9565880827	0	0								
-121.969024186	36.9570763714	0	0								
-121.967803464	36.958159762	0	0								
-121.966720073	36.9585564965	0	0								
-121.966277562	36.9589379721	0	0								
-121.965087358	36.9592278935	0	0								
-121.957976654	36.9663385977	0	0								
-121.957534142	36.9677424277	0	0								
-121.955672541	36.9696040284	0	0								
-121.955214771	36.9698329137	0	0								
-121.954634928	36.9699397269	0	0								
-121.953810941	36.9706874189	0	0								
-121.953139544	36.9708094911	0	0								
-121.950270848	36.9708400092	0	0								
-121.949477379	36.9715571832	0	0								
-121.948912795	36.9716182193	0	0								
-121.948088808	36.9721980621	0	0								
-121.946837568	36.9725795377	0	0								
-121.945387961	36.9738918135	0	0								
-121.94430457	36.9742732891	0	0								
-121.942977035	36.9757534142	0	0								
-121.94227512	36.9756923781	0	0								
-121.940413519	36.9772182803	0	0								
-121.938719768	36.9774166476	0	0								
-121.930281529	36.9775234607	0	0								
-121.929442283	36.9767757687	0	0								
-121.927672236	36.9765774014	0	0								
-121.926726177	36.9759365225	0	0								
-121.92433051	36.9756923781	0	0								
-121.922896162	36.9750057221	0	0								
-121.921339742	36.9746395056	0	0								
-121.92091249	36.9741664759	0	0								
-121.919691768	36.9738307774	0	0								
-121.919386587	36.9734187839	0	0								
-121.917219806	36.9724116884	0	0								
-121.916060121	36.9723659113	0	0								
-121.915053025	36.9716639963	0	0								
-121.914106966	36.9713588159	0	0								
-121.913115129	36.970717937	0	0								
-121.911970703	36.9706721599	0	0								
-121.911055161	36.970031281	0	0								
-121.909941253	36.9697261006	0	0								
-121.909468223	36.9690241855	0	0								
-121.908247501	36.9689173724	0	0								
-121.907866026	36.9684443427	0	0								
-121.906691081	36.9681391623	0	0								
-121.905134661	36.966582742	0	0								
-121.903974975	36.9664148928	0	0								
-121.90374609	36.9659418631	0	0								
-121.902693217	36.9657282368	0	0								
-121.901884489	36.9649500267	0	0								
-121.899977111	36.9647211414	0	0								
-121.899443046	36.9644159609	0	0								
-121.898420691	36.9631952392	0	0								
-121.897749294	36.9633630884	0	0								
-121.893614099	36.9591668574	0	0								
-121.892912184	36.9591363394	0	0								
-121.891218433	36.9576409552	0	0								
-121.889967193	36.9572289616	0	0								
-121.886060883	36.9534142061	0	0								
-121.884412909	36.9528343633	0	0								
-121.882719158	36.9508049134	0	0								
-121.882246128	36.9493858244	0	0								
-121.880552377	36.9488822766	0	0								
-121.879865721	36.9480277714	0	0								
-121.879774166	36.9480277714	0	0								
-121.877744717	36.9459372854	0	0								
-121.876050965	36.9452506294	0	0								
-121.875440604	36.9445487144	0	0								
-121.874998093	36.9431448844	0	0								
-121.869947356	36.9382772564	0	0								
-121.869336995	36.9374227512	0	0								
-121.86910811	36.9364461738	0	0								
-121.868726635	36.9360341802	0	0								
-121.86755169	36.9353933013	0	0								
-121.867170214	36.93447776	0	0								
-121.865476463	36.9337453269	0	0								
-121.865079728	36.9333028153	0	0								
-121.865033951	36.932387274	0	0								
-121.864255741	36.9315785458	0	0								
-121.863553826	36.9315632868	0	0								
-121.863447013	36.9307240406	0	0								
-121.862058442	36.9284657053	0	0								
-121.861051347	36.9279468986	0	0								
-121.861051347	36.9269245441	0	0								
-121.860578317	36.9259937438	0	0								
-121.858670939	36.9241321431	0	0								
-121.858106355	36.9227435721	0	0								
-121.857022965	36.9216144045	0	0								
-121.856809339	36.9206378271	0	0								
-121.855466545	36.9185626001	0	0								
-121.854413672	36.9173266194	0	0								
-121.853467613	36.9148546578	0	0								
-121.852780957	36.9139391165	0	0								
-121.852475776	36.9129777981	0	0								
-121.8511635	36.911467155	0	0								
-121.850476844	36.910078584	0	0								
-121.849439231	36.9089494163	0	0								
-121.849057755	36.908033875	0	0								
-121.847135119	36.9060044251	0	0								
-121.846585794	36.9046158541	0	0								
-121.845197223	36.9029983978	0	0								
-121.844968338	36.9019760433	0	0								
-121.844495308	36.9015487907	0	0								
-121.844190127	36.9006942855	0	0								
-121.842633707	36.8990768292	0	0								
-121.842420081	36.8979934386	0	0								
-121.841062028	36.8964370184	0	0								
-121.840863661	36.8955214771	0	0								
-121.8402533	36.894773785	0	0								
-121.840024414	36.8938582437	0	0								
-121.837994965	36.8919508659	0	0								
-121.837476158	36.8905012589	0	0								
-121.834363317	36.8874494545	0	0								
-121.834225986	36.8864728771	0	0								
-121.833524071	36.885725185	0	0								
-121.833142596	36.884336614	0	0								
-121.83183032	36.8834210727	0	0								
-121.831494621	36.8819714656	0	0								
-121.830304417	36.8809491112	0	0								
-121.83010605	36.8789959564	0	0								
-121.828946365	36.8778820478	0	0								
-121.828442817	36.8770885786	0	0								
-121.828412299	36.8765545129	0	0								
-121.827756161	36.8757457847	0	0								
-121.827557794	36.8748302434	0	0								
-121.826077668	36.87316701	0	0								
-121.825391012	36.871778439	0	0								
-121.824200809	36.8705882353	0	0								
-121.823300526	36.8695811398	0	0								
-121.8230869	36.8685587854	0	0								
-121.822522316	36.8682536049	0	0								
-121.821911955	36.8683604181	0	0								
-121.821744106	36.8673838407	0	0								
-121.820859083	36.8656595712	0	0								
-121.820309758	36.8649118791	0	0								
-121.819272145	36.8624399176	0	0								
-121.818493935	36.8616464485	0	0								
-121.818448157	36.8607156481	0	0								
-121.817608911	36.8592813001	0	0								
-121.816968032	36.8584725719	0	0								
-121.816800183	36.8574959945	0	0								
-121.815747311	36.8554970626	0	0								
-121.815030137	36.8546730755	0	0								
-121.814801251	36.853635462	0	0								
-121.813641566	36.8525520714	0	0								
-121.812466621	36.8523537041	0	0								
-121.81155108	36.8516670481	0	0								
-121.81029984	36.8516670481	0	0								
-121.809781033	36.8513618677	0	0								
-121.809308003	36.8504463264	0	0								
-121.809414817	36.8499122606	0	0								
-121.81029984	36.8491340505	0	0								
-121.810391394	36.84805066	0	0								
-121.809338521	36.8458686198	0	0								
-121.808636606	36.8449988556	0	0								
-121.808087282	36.8435492485	0	0								
-121.806973373	36.8416723888	0	0								
-121.806775006	36.8406958114	0	0								
-121.805996796	36.8398260472	0	0								
-121.805188067	36.8379186694	0	0								
-121.805050736	36.8365606165	0	0								
-121.803494316	36.8325322347	0	0								
-121.802441444	36.830640116	0	0								
-121.801419089	36.8294651713	0	0								
-121.801022354	36.8287174792	0	0								
-121.800854505	36.8273594263	0	0								
-121.800244144	36.8264133669	0	0								
-121.800167849	36.8259708553	0	0								
-121.798718242	36.8232852674	0	0								
-121.798336767	36.8218814374	0	0								
-121.796078431	36.8190585183	0	0								
-121.79546807	36.8176699474	0	0								
-121.79360647	36.8156710155	0	0								
-121.793530175	36.8141145953	0	0								
-121.792553597	36.8124971389	0	0								
-121.792553597	36.8115815976	0	0								
-121.792080568	36.8106660563	0	0								
-121.7918822	36.8087739376	0	0								
-121.7918822	36.8087281605	0	0								
-121.791500725	36.807660029	0	0								
-121.790280003	36.8074464027	0	0								
-121.790188449	36.8066987106	0	0								
-121.790386816	36.8058289464	0	0								
-121.791134508	36.8044708934	0	0								
-121.792080568	36.8017853056	0	0								
-121.792141604	36.8006408789	0	0								
-121.792690929	36.7996643015	0	0								
-121.792919814	36.7981994354	0	0								
-121.793362325	36.7978027008	0	0								
-121.793743801	36.7968871595	0	0								
-121.794003204	36.7954985885	0	0								
-121.794522011	36.7947203784	0	0								
-121.794552529	36.7933318074	0	0								
-121.795498589	36.7918059052	0	0								
-121.79546807	36.7898680095	0	0								
-121.796200504	36.7887235828	0	0								
-121.796078431	36.7878080415	0	0								
-121.797161822	36.7861142901	0	0								
-121.797283894	36.7838101778	0	0								
-121.797772183	36.7830319677	0	0								
-121.797863737	36.7816891737	0	0								
-121.798672465	36.7808651865	0	0								
-121.798687724	36.7793087663	0	0								
-121.799496452	36.7782253758	0	0								
-121.799633783	36.7758297093	0	0								
-121.800244144	36.7749752041	0	0								
-121.800534066	36.7723353933	0	0								
-121.80125124	36.77145037	0	0								
-121.801022354	36.7701686122	0	0								
-121.801922637	36.7688105592	0	0								
-121.80202945	36.7668574044	0	0								
-121.802838178	36.7655603876	0	0								
-121.802883955	36.7609216449	0	0								
-121.803799496	36.7590905623	0	0								
-121.80531014	36.7575494011	0	0								
-121.805447471	36.7570611124	0	0								
-121.805050736	36.7556115053	0	0								
-121.803494316	36.753994049	0	0								
-121.803356985	36.7535210193	0	0								
-121.80358587	36.7524986648	0	0								
-121.80453193	36.7518272679	0	0								
-121.805218585	36.7524223697	0	0								
-121.805859464	36.752590219	0	0								
-121.807080186	36.7525291829	0	0								
-121.808026246	36.7518120089	0	0								
-121.807782101	36.7263294423	0	0								
-121.807782101	36.7262836652	0	0								
-121.807858396	36.7249103532	0	0								
-121.808529793	36.7241168841	0	0								
-121.808697642	36.7228046082	0	0								
-121.808606088	36.7201647974	0	0								
-121.808834974	36.7168841077	0	0								
-121.808606088	36.7150530251	0	0								
-121.809475853	36.7139238575	0	0								
-121.809384298	36.7134660868	0	0								
-121.80874342	36.7126115816	0	0								
-121.808911269	36.7121385519	0	0								
-121.809506371	36.7114213779	0	0								
-121.809338521	36.7085069047	0	0								
-121.810330358	36.707301442	0	0								
-121.810421912	36.702449073	0	0								
-121.811001755	36.7016403449	0	0								
-121.81107805	36.7001907378	0	0								
-121.811001755	36.6978561074	0	0								
-121.811200122	36.6973373007	0	0								
-121.811947814	36.6965590906	0	0								
-121.812252995	36.6946059358	0	0								
-121.812863355	36.6939192798	0	0								
-121.812771801	36.6925001907	0	0								
-121.814450294	36.6898298619	0	0								
-121.814496071	36.6859388113	0	0								
-121.815243763	36.6846112764	0	0								
-121.815243763	36.683588922	0	0								
-121.816113527	36.68221561	0	0								
-121.816144045	36.6807507439	0	0								
-121.816968032	36.6793621729	0	0								
-121.817105364	36.678049897	0	0								
-121.817837797	36.6772716869	0	0								
-121.818005646	36.6763103685	0	0								
-121.818585489	36.6755626764	0	0								
-121.818661784	36.6750286107	0	0								
-121.819439994	36.6737163348	0	0								
-121.819699397	36.6722514687	0	0								
-121.82105745	36.6707255665	0	0								
-121.821225299	36.6692759594	0	0								
-121.821911955	36.6678568704	0	0								
-121.822140841	36.6664988174	0	0								
-121.82278172	36.6652170596	0	0								
-121.822827497	36.6642557412	0	0								
-121.823392081	36.6634775311	0	0								
-121.823697261	36.6624399176	0	0								
-121.82433814	36.6615854124	0	0								
-121.82464332	36.6601052873	0	0								
-121.825467308	36.6581063554	0	0								
-121.826077668	36.6574196994	0	0								
-121.826688029	36.6559395743	0	0								
-121.82777142	36.6548561837	0	0								
-121.828107118	36.6538948653	0	0								
-121.829495689	36.6523079271	0	0								
-121.829755093	36.6513313497	0	0								
-121.830273899	36.6506599527	0	0								
-121.830273899	36.6500801099	0	0								
-121.831586175	36.6479133288	0	0								
-121.833524071	36.6460517281	0	0								
-121.834531167	36.6448004883	0	0								
-121.834699016	36.643884947	0	0								
-121.837003128	36.6416113527	0	0								
-121.837216754	36.6405889982	0	0								
-121.837811856	36.6398565652	0	0								
-121.839032578	36.6388952468	0	0								
-121.83947509	36.6380254826	0	0								
-121.839551385	36.6375219348	0	0								
-121.84258793	36.6342259861	0	0								
-121.842801556	36.6333257038	0	0								
-121.843533989	36.6324101625	0	0								
-121.843976501	36.6312199588	0	0								
-121.846143282	36.6289463645	0	0								
-121.846753643	36.6276340887	0	0								
-121.84774548	36.6266117342	0	0								
-121.847943847	36.6256351568	0	0								
-121.85850309	36.6150759136	0	0								
-121.858915084	36.6137178607	0	0								
-121.859967956	36.6124208438	0	0								
-121.861219196	36.6123598077	0	0								
-121.86208896	36.6116426337	0	0								
-121.863218128	36.6112458991	0	0								
-121.864393072	36.6101167315	0	0								
-121.865949493	36.6093842985	0	0								
-121.866697185	36.6085755703	0	0								
-121.867948425	36.6082551308	0	0								
-121.86863508	36.6075226978	0	0								
-121.869810025	36.6071869993	0	0								
-121.870893416	36.6059967956	0	0								
-121.872022583	36.6056610971	0	0								
-121.872892348	36.6049744411	0	0								
-121.873579004	36.6048371099	0	0								
-121.874586099	36.604196231	0	0								
-121.876997024	36.6041046769	0	0								
-121.877744717	36.6033569848	0	0								
-121.881803616	36.6033112078	0	0								
-121.883161669	36.6025024796	0	0								
-121.886411841	36.6024109255	0	0								
-121.888059815	36.6025635157	0	0								
-121.889524681	36.6033112078	0	0								
-121.89016556	36.6039978637	0	0								
-121.891721981	36.6048371099	0	0								
-121.892561227	36.605584802	0	0								
-121.892774853	36.6060273136	0	0								
